co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,net_inventory,net_sales,net_working_capital,pe_ratio,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,incorporation_year,ipo_year,num_business_segments,num_employee,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
19.79,5.44,0.0,0.0,,,0.0,,1.0,51.73,72.27,1.0,63.22,74.97,81.34,55.42,50.05,34.48,15.54,94.05,,16.06,99.06,,,,,63.33,71.3,25.35,66.41,25.73,9.68,72.87,17.0,21.93,1.0,0.0,49.76,78.48,,83.31,61.65,48.91,1.0,44.57,96.7,1.0,1.0,1.0,51.37,61.95,1.0,82.51,66.79,1.0,56.49,24.0,16.0,36.0,1.0,14.85,1.0,7.68,,1.0,68.51,,294941.12,656612.57,485790.92,455928.31,544064.28,795852.73,817655.77,602939.96,492763.49,,459347.0,,423897.01,,835469.39,513670.77,600124.33,,,2.855,4.513,408926.24,272324.79,387481.64,101878.37,785309.41,752107.66,4.876,349612.72,431641.75,,381977.98,173611.71,347432.25,,,362441.7,74672.31,211377.25,867243.24,,,858478.62,2.495,635720.8,3.07,,,,,,,2005.0,1997.0,870469.17,223995.81,2014.0,,,,2.71,541512.95,4.378,,411922.18,,,,439209.34,73549.84,415829.89,3.663,2.551,748955.6,4.05,149170.63,896619.66,192906.55,677356.3,,517035.79,98283.95,493954.66000000003,179210.32,598961.23,612658.48,731033.53
28.17,9.36,1.0,0.0,,,0.0,,0.0,42.23,4.98,0.0,94.19,50.45,85.63,98.8699,13.24,1.19,17.5,14.23,,48.61,36.67,,,,,17.75,89.85,73.05,36.44,63.85,42.62,67.8,24.0,41.87,1.0,0.0,36.65,60.54,,50.44,92.75,40.98,0.0,56.96,56.35,1.0,1.0,0.0,58.8,18.54,0.0,60.86,37.87,0.0,64.17,26.0,32.0,41.0,0.0,12.09,0.0,74.48,,1.0,15.2,,74508.42,507706.45,988934.6633999996,903650.29,753108.31,251523.75,70412.84,732254.54,46475.57,,502303.19,,338536.89,,493047.46,830388.3,966677.63,,,2.947,3.213,289162.21,324224.98,586759.09,356883.55,490973.62,444108.12,1.061,439351.99,803676.34,,495687.42,704965.73,876943.75,,,180575.39,506129.45,892853.0,579393.07,,,107414.05,4.367,321032.46,0.484,,,,,,,2019.0,1978.0,286072.59,10224.7401,2001.0,,,,3.751,13955.3,4.017,,505898.69,,,,497281.14,211462.15,811505.32,0.03703,2.511,354732.39,0.435,36102.99,496715.9,571005.04,499741.32,,484329.75,710671.16,263701.41,426122.17,486632.28,674188.69,142656.83
74.09,50.39,0.0,0.0,,,1.0,,1.0,51.25,16.2,0.0,89.77,33.98,26.01,79.56,36.71,50.24,55.4,50.004999999999995,,50.4,6.87,,,,,30.69,93.06,98.61,33.75,2.36,50.32,23.91,41.0,49.165000000000006,1.0,0.0,10.62,12.37,,65.78,87.41,48.91,0.0,94.28,44.62,0.0,1.0,0.0,16.05,10.41,1.0,44.7,48.355000000000004,0.0,83.0,5.0,39.0,24.0,0.0,83.09,1.0,65.33,,1.0,84.16,,814423.86,308867.01,877887.61,423638.09,131812.41,892613.96,889065.29,779989.12,767210.02,,100050.52,,215141.31,,720835.58,453893.58,514389.49,,,4.437,1.609,156851.54,16367.64,765293.38,977370.18,374616.42,821582.11,2.4495,836205.41,496871.22,,885274.46,637368.37,698898.44,,,969789.04,692622.21,241008.75,807746.79,,,32005.52,0.07609000000000002,527086.96,0.922,,,,,,,1984.0,1987.0,127300.73,84831.65,1987.0,,,,2.526,9269.7176,2.443,,505898.69,,,,243827.12,22185.44,470283.66000000003,3.521,3.347,750956.6,3.61,11727.4443,944140.79,753395.4,10491.1993,,783382.79,848855.54,118633.24,368723.54,763976.12,558382.37,160923.3
87.9,88.96,0.0,1.0,,,1.0,,1.0,12.34,50.18,0.0,86.21,50.45,66.61,68.99,30.12,50.24,87.12,98.85969999999999,,6.15,37.48,,,,,35.74,49.785,53.14,50.629999999999995,98.12,84.67,96.41,40.0,49.165000000000006,0.0,0.0,41.13,72.51,,74.72,37.91,60.29,1.0,49.504999999999995,49.57,0.0,0.0,1.0,11.31,13.35,0.0,6.96,48.355000000000004,1.0,59.4,36.0,23.0,24.0,1.0,77.49,0.0,82.04,,1.0,45.67,,783041.54,507706.45,485790.92,320681.78,862897.39,637669.09,836029.39,493039.28,650572.91,,694507.87,,803792.88,,352451.33,497080.13,434142.1,,,2.493,1.389,361673.46,63384.76,685020.92,756354.37,90966.34,18009.37,2.492,468511.03,636275.18,,832351.61,356926.46,651269.69,,,790972.53,506129.45,674329.61,382625.22,,,325077.25,4.353,59856.55,3.247,,,,,,,1979.0,1966.0,875894.96,152053.77,2008.0,,,,4.503,492933.21499999997,1.666,,505898.69,,,,203493.8,508526.035,343957.1,0.698,3.393,956452.67,3.73,287297.5,842301.3,758012.31,499741.32,,176997.77,923605.04,493954.66000000003,501212.11,929382.08,527364.79,835295.93
9.5,80.26,0.0,1.0,,,0.0,,1.0,52.34,22.69,0.0,22.36,32.61,49.89,72.36,48.55,81.95,29.23,23.88,,48.61,49.94,,,,,56.58,25.5,61.73,62.63,10.59,7.39,97.24,25.0,76.88,0.0,1.0,35.77,1.0502,,58.2,62.36,34.3,0.0,49.504999999999995,61.67,0.0,0.0,1.0,59.93,19.79,1.0,26.13,56.17,0.0,91.66,40.0,22.0,32.0,1.0,66.41,1.0,25.57,,1.0,52.13,,331265.39,942774.68,559893.89,123117.55,573672.85,607614.52,784692.42,748157.84,240108.99,,759686.36,,924305.29,,989201.6393999999,302273.48,334461.07,,,0.374,0.892,366023.67,908571.47,484149.47,15861.99,530887.7,583411.35,0.089,504882.74,575518.35,,407330.05,679529.2,499025.73,,,458209.39,707760.06,882683.96,130741.13,,,396442.16,3.823,381345.32,3.83,,,,,,,1959.0,1987.0,417121.88,837146.27,2002.0,,,,3.355,880621.95,3.816,,492561.07,,,,595504.57,720497.59,37758.17,1.521,3.689,404913.53,1.899,132395.17,496741.705,440385.38,771099.66,,317568.43,243849.18,326277.26,80622.04,486632.28,371294.24,209609.52
73.83,50.39,0.0,0.0,,,1.0,,0.0,59.8,50.18,0.0,82.12,12.93,73.26,64.08,51.36,94.46,36.29,71.75,,29.53,7.22,,,,,91.64,37.56,20.08,16.82,29.09,43.08,21.41,39.0,88.12,0.0,1.0,49.76,48.36,,13.33,37.15,98.07,1.0,86.87,49.57,1.0,0.0,1.0,28.96,59.18,1.0,5.16,68.03,1.0,87.22,4.0,43.0,5.0,1.0,62.88,0.0,12.85,,0.0,42.84,,189739.36,935069.12,775104.89,782211.83,906364.32,919627.6,761734.78,488768.23,972492.46,,212865.59,,988693.5147,,885399.9,553082.94,561836.85,,,2.978,4.001,870781.9,55519.17,398313.74,716486.49,761224.11,975864.08,2.619,183221.43,543636.51,,834968.79,474587.38,350614.83,,,485244.65,506129.45,490137.1,989158.9456999999,,,605590.37,2.495,591994.87,1.241,,,,,,,2016.0,1966.0,561059.1,151702.58,1966.0,,,,1.279,889861.63,1.274,,115547.23,,,,79812.47,805726.92,489673.42,1.691,3.07,621934.97,1.676,592278.82,496741.705,335739.3,364500.67,,475272.76,512565.27,814305.9,580325.05,505724.18,377997.91,457030.8
38.21,67.88,1.0,0.0,,,1.0,,0.0,49.945,76.06,0.0,76.68,4.76,94.2,86.61,84.11,77.23,51.019999999999996,56.99,,48.61,40.44,,,,,21.05,62.8,61.77,16.08,8.35,85.08,51.34,22.0,49.165000000000006,1.0,0.0,88.06,52.67,,88.65,72.14,10.27,1.0,29.21,53.93,1.0,0.0,1.0,39.25,16.64,1.0,17.63,58.65,1.0,79.49,15.0,21.0,44.0,0.0,6.63,0.0,33.08,,0.0,62.49,,967355.17,936950.13,280704.33,94601.57,634813.46,375743.99,800753.03,95035.69,729768.06,,184642.54,,335975.5,,642957.86,598537.04,870854.65,,,2.078,2.908,74773.27,956987.11,951271.69,636170.51,854244.65,688995.63,2.127,504882.74,147945.1,,55903.8,970867.49,499025.73,,,486199.41,426783.98,490137.1,606746.67,,,326169.81,2.495,529081.64,2.368,,,,,,,1990.0,1987.0,505073.67000000004,933082.6,1988.0,,,,1.088,523036.77,3.455,,544244.04,,,,334871.73,878285.69,470283.66000000003,3.902,4.377,752313.88,4.916,495445.955,389923.33,485198.365,503453.57,,204419.13,320676.0,295902.93,934864.14,991775.7874,845742.39,550276.09
58.77,74.78,1.0,0.0,,,1.0,,0.0,51.8,94.9,1.0,40.13,38.56,18.16,88.28,21.15,7.91,51.019999999999996,97.11,,88.99,95.77,,,,,66.57,49.785,50.48,59.08,18.06,97.66,2.11,0.0,53.7,1.0,0.0,86.14,8.59,,83.84,95.54,34.99,1.0,76.49,40.88,0.0,1.0,0.0,47.78,56.03,0.0,33.77,51.32,0.0,48.96,46.0,6.0,44.0,0.0,88.34,1.0,24.96,,1.0,1.2701,,670958.02,944115.67,644846.61,692919.31,372623.17,894813.92,911068.86,503910.92000000004,755067.12,,584712.36,,579459.86,,739699.05,769533.48,498864.75,,,4.423,4.328,468716.68,784087.37,724736.92,290048.41,966797.05,987737.27,2.163,916851.96,600992.31,,707001.25,969835.0,673336.68,,,540455.94,508564.47,896230.19,970760.37,,,944509.66,3.826,854412.37,2.421,,,,,,,1954.0,1997.0,392589.35,779604.43,1987.0,,,,1.223,717965.19,0.73,,593463.32,,,,159909.62,617194.36,545329.57,1.623,3.155,509563.385,4.233,385964.37,563893.11,549595.6,50929.84,,787211.84,840001.79,807366.92,858062.53,113136.31,395369.48,846481.66
66.89,13.12,1.0,0.0,,,0.0,,0.0,25.06,33.35,1.0,49.685,93.68,4.71,58.05,25.25,6.63,23.72,51.9,,91.9,96.51,,,,,85.27,66.54,20.76,35.55,66.34,35.06,9.19,6.0,4.09,1.0,0.0,43.41,61.8,,26.1,82.69,55.61,0.0,35.89,29.68,1.0,0.0,1.0,53.65,75.99,1.0,8.7,53.97,1.0,59.99,5.0,23.0,29.0,0.0,52.05,1.0,79.98,,0.0,24.36,,153844.72,696185.56,485790.92,103926.76,954572.34,580315.93,502812.9,708147.33,384164.49,,669505.2,,554039.0,,66099.27,948936.75,430169.83,,,1.593,4.327,351361.3,516292.15,358563.97,434513.53,715612.65,171178.04,2.919,759477.71,807792.46,,280194.53,859024.36,849984.97,,,745711.8,254073.67,519556.38,37943.96,,,367285.0,1.327,898607.76,4.724,,,,,,,1977.0,1958.0,9754.723300000001,231095.4,1989.0,,,,2.523,137744.3,1.386,,941799.07,,,,497281.14,707736.57,488841.88,4.151,3.425,323238.11,3.695,75303.81,810204.61,485198.365,500171.38,,251388.64,978597.02,75236.45,501212.11,346372.59,522496.82,794164.13
25.37,15.16,0.0,1.0,,,0.0,,0.0,23.2,50.18,1.0,34.47,53.91,45.04,17.37,77.44,56.02,15.68,68.35,,95.06,24.73,,,,,15.02,31.13,50.48,24.27,50.5,26.91,67.72,16.0,26.65,1.0,1.0,26.28,54.28,,13.77,12.65,92.58,1.0,46.43,95.02,1.0,0.0,1.0,83.64,31.47,1.0,34.87,70.27,1.0,38.05,8.0,36.0,25.0,0.0,23.44,0.0,20.85,,1.0,13.91,,766606.78,985309.9735,485790.92,439994.96,975528.62,422254.52,502812.9,295506.85,13839.0583,,821590.56,,705180.26,,493047.46,701858.75,636979.19,,,0.15,4.05,932051.73,935982.41,864516.07,159822.39,665611.77,883623.5,4.709,333821.67,504752.73,,900595.95,275510.03,181752.93,,,17471.42,506129.45,490137.1,695001.24,,,196123.84,4.531,527086.96,2.184,,,,,,,2012.0,1950.0,915651.13,868715.19,2011.0,,,,4.212,391439.32,4.085,,391379.81,,,,666117.88,12558.3952,470283.66000000003,1.52,3.462,509563.385,3.248,958189.54,496741.705,955317.86,302360.33,,783333.12,275170.29,493954.66000000003,304166.34,486632.28,931801.78,923618.6
49.26,50.39,1.0,0.0,,,1.0,,0.0,49.12,69.02,1.0,43.44,50.45,99.01939999999998,93.4,34.0,71.98,48.34,71.2,,21.28,49.94,,,,,47.56,42.48,64.33,87.18,50.5,34.98,5.0,0.0,2.18,0.0,1.0,99.06939999999997,50.52,,50.44,57.7,58.96,0.0,27.19,86.17,1.0,0.0,0.0,71.95,51.385,1.0,23.33,38.39,1.0,48.96,29.0,25.0,37.0,1.0,65.93,1.0,72.05,,1.0,97.88,,515150.62,943302.94,411094.58,989207.8667,77032.85,628585.93,598957.49,315963.86,28414.96,,454900.93,,644003.42,,883651.16,526291.31,904851.34,,,3.731,0.81,641796.96,614166.01,132785.55,177589.06,919577.64,53936.21,1.603,660391.93,901167.48,,794491.84,404920.66,499025.73,,,688898.47,537040.51,78763.51,804788.3,,,179816.35,2.748,577255.01,4.548,,,,,,,2021.0,1950.0,869661.72,843969.64,1984.0,,,,1.75,689854.46,2.084,,916261.86,,,,138629.93,168953.9,949454.37,4.189,0.09000999999999999,847532.12,3.935,73612.33,708200.87,915142.68,410870.48,,762492.21,788035.97,544548.6,276572.3,473932.42,582764.01,482271.44
16.06,39.25,1.0,0.0,,,0.0,,1.0,91.71,9.33,0.0,17.96,84.79,73.31,58.26,18.45,5.32,51.019999999999996,5.99,,1.1300999999999999,1.1214000000000004,,,,,28.54,49.785,48.85,38.7,50.5,54.33,69.33,39.0,63.27,1.0,0.0,12.28,29.73,,50.44,13.57,38.4,0.0,90.32,18.16,0.0,0.0,0.0,96.53,56.83,1.0,98.47,72.16,0.0,33.17,12.0,23.0,24.0,0.0,0.8301,1.0,19.78,,0.0,52.13,,760791.59,385956.39,485790.92,141294.42,78299.44,472164.74,920895.63,931121.46,905155.85,,704656.61,,102551.28,,135184.07,497080.13,105718.73,,,3.788,2.075,928611.94,763050.02,598257.75,688107.73,365899.25,684104.32,1.289,823315.61,412572.31,,801140.88,201862.09,752422.4,,,953738.87,565765.9,842164.19,712538.49,,,792827.14,0.898,77723.47,4.371,,,,,,,1976.0,1951.0,736931.69,901992.94,2024.0,,,,1.48,492933.21499999997,2.443,,505898.69,,,,336283.42,310459.96,470283.66000000003,3.269,2.578,265247.49,3.437,78548.0,876062.65,162886.18,499741.32,,747192.82,929270.24,493954.66000000003,858337.22,132023.69,918311.23,649057.76
51.94,79.48,0.0,0.0,,,1.0,,1.0,87.93,87.16,0.0,84.01,29.48,54.48,58.81,69.15,98.72949999999999,41.07,86.72,,34.31,91.78,,,,,87.44,80.43,74.54,57.65,63.92,26.31,16.64,5.0,11.73,1.0,1.0,39.65,97.4,,89.2,95.52,55.03,0.0,31.45,49.57,0.0,0.0,1.0,19.78,68.34,1.0,42.13,8.57,0.0,48.96,22.0,3.0,16.0,1.0,44.98,0.0,51.15,,1.0,78.96,,238193.09,677431.48,749579.31,859780.91,107805.4,954329.39,620538.84,503910.92000000004,80648.78,,93269.04,,332901.33,,239245.63,774093.38,261374.37,,,2.385,4.628,882796.97,630163.06,257564.71,491922.39,17322.8,760855.72,1.051,504882.74,129296.02,,73599.17,343821.21,13243.6451,,,982326.57,570246.41,90775.96,437120.79,,,628894.41,4.702,459273.98,1.657,,,,,,,2003.0,1990.0,228889.04,518825.06,1964.0,,,,4.615,930593.73,1.945,,476883.58,,,,700136.74,815302.62,195238.6,2.346,3.383,261449.42,4.664,372969.49,630936.63,485198.365,689314.77,,127608.82,203415.87,493954.66000000003,659450.45,486632.28,949163.98,529416.18
27.32,34.47,1.0,0.0,,,1.0,,0.0,48.31,98.82,0.0,1.1,50.45,68.76,98.29,56.03,18.82,3.28,50.004999999999995,,49.62,10.69,,,,,9.51,49.5,33.18,2.26,89.88,66.2,67.33,29.0,72.5,1.0,0.0,52.86,53.43,,70.32,73.85,90.72,0.0,28.4,56.98,0.0,1.0,0.0,51.35,51.385,1.0,72.55,48.355000000000004,0.0,70.61,22.0,6.0,45.0,0.0,20.51,0.0,4.25,,1.0,45.67,,723143.26,549529.47,485790.92,610423.96,581454.3,955683.37,502812.9,617584.1,57404.36,,351956.38,,32390.98,,52295.68,910447.68,379907.91,,,1.978,3.01,627071.11,990402.5,484149.47,110985.16,224271.43,236085.33,4.224,626830.34,459817.04,,173782.51,746063.71,499025.73,,,393595.99,506129.45,79644.6,852185.58,,,870862.41,4.359,666275.24,0.459,,,,,,,1968.0,1991.0,977078.16,611086.69,1992.0,,,,0.08202000000000001,81324.18,0.278,,656192.74,,,,842963.93,623648.8,554195.09,0.432,2.135,509563.385,0.682,382180.98,719735.3,986078.26,702748.14,,100687.36,401202.92,715934.22,839285.12,580962.16,625221.4,876303.43
45.53,13.03,1.0,1.0,,,1.0,,1.0,25.35,88.69,1.0,14.3,37.43,47.8,28.4,10.63,50.24,51.019999999999996,57.14,,60.69,83.78,,,,,10.31,95.92,12.76,41.3,56.2,50.32,92.79,20.0,31.16,1.0,1.0,5.2,7.44,,60.61,49.99,26.06,0.0,63.79,10.43,1.0,0.0,1.0,32.55,53.83,0.0,80.09,48.355000000000004,1.0,85.44,37.0,6.0,34.0,0.0,95.0,1.0,26.52,,1.0,75.38,,208487.33,507706.45,706397.36,473677.17,261589.99,654171.23,563826.51,385955.32,492763.49,,858034.08,,490385.145,,860875.71,413862.58,635241.84,,,0.161,2.227,227961.55,404571.65,860835.47,800695.93,355698.53,464487.24,3.167,382596.37,949971.39,,495687.42,474587.38,729742.34,,,773874.86,506129.45,685599.39,619171.13,,,569005.42,2.425,151084.51,2.421,,,,,,,2020.0,2002.0,764371.25,204498.03,1964.0,,,,4.186,716410.67,4.57,,19944.94,,,,97676.53,565237.96,175608.09,2.277,4.768,237124.26,2.5635000000000003,272307.43,450893.89,122619.89,499741.32,,268308.15,534802.9,710871.6,599134.28,62499.95,363073.8,197060.22
52.16,50.39,0.0,1.0,,,0.0,,0.0,67.62,74.43,1.0,46.48,27.81,57.91,4.43,21.02,61.46,81.44,66.44,,47.86,49.94,,,,,21.42,45.96,56.17,50.629999999999995,3.53,50.32,46.62,20.0,49.165000000000006,1.0,1.0,72.07,35.76,,34.79,23.94,5.95,0.0,19.09,98.79979999999999,0.0,0.0,1.0,28.91,54.57,0.0,62.98,45.25,0.0,55.23,19.0,20.0,15.0,1.0,56.35,0.0,52.26,,1.0,55.74,,147740.99,737481.71,319165.26,46463.22,372355.45,565974.51,217333.21,873135.6,965885.09,,503851.86,,73918.84,,83917.58,497080.13,466328.24,,,4.157,4.22,59985.85,925063.36,484149.47,491922.39,378796.22,501394.55,2.4495,931553.49,436409.72,,15027.62,825185.67,863800.47,,,615670.82,714353.6,985979.25,949187.82,,,486775.02,3.617,831825.81,4.424,,,,,,,2022.0,1995.0,666915.26,491067.07,1965.0,,,,2.523,379628.39,1.351,,749340.68,,,,667322.99,508526.035,352949.56,2.462,2.578,43703.0,2.071,605829.41,496741.705,77879.11,499741.32,,266458.92,501735.02,376727.15,190013.02,322622.72,469708.49,727973.81
5.1,14.11,0.0,0.0,,,1.0,,1.0,20.69,55.76,1.0,82.44,27.35,59.11,9.27,65.91,9.91,82.83,21.85,,29.91,73.63,,,,,8.44,51.19,59.48,38.8,73.52,5.2,46.44,20.0,18.32,1.0,0.0,90.38,58.1,,22.74,89.59,50.27,0.0,86.01,98.0,0.0,0.0,1.0,76.58,75.36,0.0,0.7201,17.98,1.0,55.01,8.0,23.0,22.0,1.0,45.25,1.0,40.78,,1.0,1.39,,778281.43,831096.99,468554.02,465024.18,171675.36,238999.13,757358.93,153787.79,38932.93,,528331.38,,434716.28,,156160.28,112998.76,13687.9,,,2.493,2.801,283456.28,404454.72,501461.8,435120.12,933106.64,518050.13,2.4495,979548.3,254222.51,,707731.98,348096.12,187543.19,,,865110.34,449018.26,490137.1,478016.71,,,216603.48,3.382,766171.99,2.421,,,,,,,1996.0,1957.0,248718.77,696374.11,1963.0,,,,2.523,176341.61,4.137,,672750.27,,,,438588.0,794661.36,337367.07,4.474,0.35,19667.13,2.342,902477.09,90708.46,485198.365,549945.61,,37193.37,793871.99,17431.92,939545.84,554942.37,692449.54,322593.87
58.1,1.1801,0.0,0.0,,,0.0,,0.0,69.52,1.3302,0.0,67.36,50.45,49.45,17.37,63.52,50.24,60.31,30.84,,64.4,14.65,,,,,82.23,86.83,36.25,41.62,10.83,56.41,45.34,41.0,72.58,0.0,1.0,14.18,48.36,,35.6,49.99,12.02,0.0,49.504999999999995,46.4,0.0,0.0,0.0,34.35,58.53,1.0,49.56,34.16,1.0,48.96,14.0,23.0,0.0,1.0,22.86,0.0,77.51,,1.0,64.43,,910526.11,507706.45,458897.77,630922.89,407404.17,495903.84,903823.82,205163.46,13839.0583,,134251.51,,40596.76,,57255.2,497080.13,498864.75,,,2.493,2.5,644303.06,690905.68,350999.79,429003.23,245363.31,780445.6,1.71,504882.74,658964.74,,495687.42,211519.68,639122.22,,,875511.0,15482.7835,351003.76,703611.45,,,946210.88,0.928,409125.35,2.141,,,,,,,2018.0,1954.0,899898.21,908112.71,1990.0,,,,3.554,38991.07,3.461,,493672.02,,,,772644.41,136394.31,731045.78,4.534,1.649,165818.33,3.788,495445.955,280441.45,485198.365,304338.3,,772880.48,453095.51,462766.22,822040.56,486632.28,287331.06,217551.37
98.96,50.39,0.0,0.0,,,0.0,,1.0,62.45,56.66,1.0,93.58,86.91,95.73,30.69,50.05,15.22,22.63,50.004999999999995,,70.67,90.8,,,,,63.49,49.785,18.78,30.71,50.5,24.74,47.45,5.0,12.84,1.0,0.0,37.66,61.31,,51.89,77.47,22.75,1.0,2.54,97.34,1.0,0.0,1.0,14.18,36.76,0.0,49.56,48.355000000000004,0.0,7.12,24.0,27.0,24.0,1.0,51.87,0.0,18.31,,0.0,52.13,,9053.6412,507706.45,630322.26,84707.53,517283.315,800872.93,813196.01,681738.19,203828.5,,502303.19,,490385.145,,562888.96,385321.94,181979.38,,,2.186,3.088,615763.56,354275.12,637348.06,384373.32,426682.63,788807.34,1.17,844180.49,504752.73,,262090.59,151198.7,290110.95,,,483496.99,404533.49,183394.78,904882.26,,,84491.33,2.515,627342.16,4.08,,,,,,,1989.0,2003.0,818077.01,912142.29,1995.0,,,,4.316,493249.22,1.703,,687404.7,,,,575678.17,42744.43,470283.66000000003,1.703,3.964,596957.12,4.268,742977.99,496741.705,200790.64,894600.4,,354261.09,501735.02,62848.56,987881.7853,639462.84,462227.41,353149.85
20.39,98.88939999999998,0.0,0.0,,,0.0,,1.0,74.54,46.29,0.0,3.67,50.45,14.8,93.38,18.33,44.51,54.62,56.52,,29.89,8.35,,,,,80.37,41.1,72.53,50.629999999999995,67.78,57.57,77.17,48.0,49.165000000000006,0.0,0.0,60.83,21.45,,72.14,57.52,63.12,0.0,6.77,1.1813000000000002,1.0,1.0,0.0,65.24,5.95,0.0,49.56,1.2001,1.0,30.72,31.0,31.0,42.0,1.0,61.77,0.0,44.6,,0.0,44.62,,467364.94,720223.2,722586.95,761951.31,321158.78,826102.97,502812.9,799663.18,288745.81,,829182.85,,343905.28,,403190.31,497080.13,498864.75,,,3.591,1.156,367098.77,610750.96,385645.58,491922.39,117266.78,372108.4,3.674,66576.59,162280.47,,590032.82,87165.92,272405.38,,,503349.07,200276.78,135197.27,517473.54,,,486775.02,1.043,351084.25,2.899,,,,,,,1973.0,2003.0,760531.61,920498.73,2005.0,,,,2.598,778620.78,2.562,,560678.05,,,,606882.33,91416.53,162282.77,2.47,4.42,425398.46,4.29,495445.955,129640.64,104740.32,17353.26,,277525.06,622367.25,985549.2854999996,137347.08,484208.85,667449.17,203199.08
78.21,98.88939999999998,1.0,1.0,,,1.0,,1.0,31.45,12.79,0.0,6.7,9.74,44.96,9.16,36.03,66.98,34.45,12.22,,10.92,32.87,,,,,74.93,12.22,5.67,45.15,63.56,4.48,19.84,34.0,84.55,1.0,1.0,85.81,46.12,,12.89,81.12,47.74,1.0,49.504999999999995,3.12,0.0,0.0,1.0,17.12,27.49,0.0,60.86,84.21,1.0,0.8501,31.0,12.0,24.0,0.0,96.1,1.0,45.87,,0.0,2.54,,602852.45,584283.78,192868.41,117122.99,281962.02,952488.18,526168.98,538691.54,246179.4,,712790.25,,490385.145,,18581.57,171834.14,353103.94,,,1.788,4.874,93503.96,827652.55,24991.26,670743.01,498647.35,905046.55,0.72,867767.67,504752.73,,113734.23,618202.63,650843.0,,,27174.94,545098.69,637099.4,685807.49,,,598124.7,0.07609000000000002,670867.22,2.42,,,,,,,1982.0,1987.0,756243.22,99535.61,1979.0,,,,1.24,34109.58,3.013,,244128.27,,,,978903.34,275630.6,914513.3,4.34,4.457,885103.34,3.664,992401.648,970417.08,223969.45,217305.33,,517035.79,789629.95,843625.99,668733.13,563086.29,310699.76,785494.74
67.7,35.07,1.0,0.0,,,1.0,,1.0,85.89,50.18,0.0,73.19,95.14,79.94,49.13,50.05,47.23,51.019999999999996,86.78,,48.61,99.06,,,,,49.855000000000004,18.76,17.94,85.09,50.5,92.73,66.93,1.0,56.71,0.0,0.0,15.06,83.37,,87.73,61.26,3.13,1.0,56.08,3.3,0.0,0.0,1.0,51.35,89.06,1.0,13.11,48.355000000000004,0.0,74.07,21.0,24.0,10.0,1.0,5.03,1.0,51.25,,0.0,42.67,,411901.62,791886.25,791629.18,225282.62,331684.63,495903.84,747888.95,797038.46,376844.63,,572999.4,,760664.13,,493047.46,406693.87,700921.33,,,0.758,3.804,735328.24,619273.89,35594.14,321898.44,392848.49,237978.6,2.952,527701.4,883561.0,,10717.502999999999,474587.38,219657.29,,,495266.865,547315.3,351074.03,546980.19,,,486775.02,2.261,294618.14,3.123,,,,,,,2014.0,2022.0,435229.56,250188.6,2023.0,,,,0.789,430093.47,0.401,,890884.61,,,,172274.21,894284.73,16128.25,0.188,1.941,509563.385,1.154,540994.11,29413.41,264546.85,575344.82,,216185.65,883631.19,51790.59,739225.58,976515.03,767971.65,496507.32
