"LEI, MFI code for branches",co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,smallest_shareholder_name,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,largest_shareholder_name,net_inventory,net_sales,net_working_capital,pe_ratio,reporting_currency,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,controlling_shareholder_info,incorporation_year,ipo_year,num_business_segments,num_employee,company_name,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
529900FCY3D46FAV5S83,,37.95,TRUE,FALSE,,,,,TRUE,24.83,35.6,,,55.42,83.71,0.29,,12.91,99.26,46.29,,79.54,72.42,,,,,54.85,13.89,,59.8,84.92,98.31,48.4,45,,,TRUE,12.26,31.35,,86.11,55.55,,FALSE,25.11,94.48,FALSE,FALSE,,,14.59,,27.97,49.18,FALSE,,14,10,,,37.61,,81.86,,,64.36,High,793346.31,590996.68,,498011.01,175704.18,473661.74,,902788.84,200745.39,594911.71,,646396.15,,550106.37,,1193.38,492220.83,496502.86,,,,2.487,48418.73,946980.46,554720.19,808650.41,829370.93,112181.35,3.567,284085.71,551521.57,,360931.01,654267.12,691116.76,,,584659.66,,92681.75,642508.67,N/A,,,265054.11,1.864,Global Holdings,779287.82,,,,,,,,Global Holdings,2020,1993,875805.62,109849.64,Unknown,2018,,,,2.868,417287.01,2.436,,566628.07,,,,617381.83,808233.82,,1.844,1.561,840665.52,4.294,22436.74,216113.6,272241.86,,,,421322.31,499487.7,703696.33,697016.38,488365.38,665540.35
529900672QYU488DPK10,53.1,21.32,FALSE,TRUE,,,FALSE,,FALSE,0.58,0.85,FALSE,38.95,69.19,42.63,,94.31,15.75,78.84,5.79,,47.75,34.88,,,,,8.54,,,78.32,67.15,94.1,99.4,23,27.75,FALSE,FALSE,65.97,,,94.9,29.57,,FALSE,99,67.31,TRUE,TRUE,FALSE,59.16,22.95,FALSE,67.19,50.38,FALSE,29.87,31,42,36,FALSE,55.08,,44.17,,,6.43,,396679.94,598211.44,,577360.59,535466.75,676220.44,390728.44,268829.52,849473.32,489226.12,,32763.16,,732568.12,,,,805430.46,,,0.947,3.918,753068.02,719842.82,666976.14,491922.39,,87261.55,,661252.52,694020.4,,314189.71,593947.24,949749.64,,,631660.15,565946.88,507896.09,103068.26,Global Holdings,,,532539.05,4.711,Global Holdings,283500.16,0.953,,,,,,,Unknown,1962,,,730969.9,Global Holdings,1967,,,,4.659,788911,3.124,,810853.37,,,,245800.2,498180.59,88914.67,499.8,3.723,853276.29,1.086,155267.95,355662.05,453740.02,795421.4,,,698351.3,294047.37,586341.42,250697.05,246280.57,262285.35
529900K9Y446R13KIS14,79.2,33.29,FALSE,FALSE,,,FALSE,,TRUE,,13.67,,97.93,85.98,56.36,98.34,31.13,52.1,30.62,71.49,,29.82,83.32,,,,,,81.38,76.51,26.08,34.98,63.07,,26,89.13,TRUE,FALSE,23.62,96.85,,94.3,2.13,64.07,FALSE,64.25,52.42,TRUE,FALSE,TRUE,72.81,,TRUE,6.29,96.3,TRUE,,,41,8,FALSE,18.54,TRUE,7.24,,,47.58,Medium,710007.06,692958.52,,336514.75,240008.58,,780205.18,854784.21,980911.1,126530.55,,160495.17,,631637.09,,182360.37,895590.24,831712.05,,,4.805,2.265,908681,35913.03,189923.83,574474.59,679762.64,182949.98,2.908,125683.88,386505.25,,554078.52,922529.46,436694.13,,,76508.94,911972.48,547473.53,834559.33,Global Holdings,,,869681.57,2.987,Alpha Corp,779444.96,4.29,,,,,,,N/A,,2001,184120.6,367127.2,N/A,2019,,,,3.241,58185.6,1.043,,968372.56,,,,,995180.69,9257.04,2.063,0.794,606326.82,3.232,213684.13,46940.95,643786.78,873396.03,,203246.05,733406.39,597263.48,187782.21,121595.88,264088.56,250758.66
529900AW1JIV1SVPMP75,13.1,88.84,TRUE,TRUE,,,FALSE,,FALSE,50.97,4.2,FALSE,85.73,92.18,54.45,6.3,79.52,,95.67,22.03,,,92.79,,,,,82.58,55.52,90.02,32.18,81.67,74.15,98.89,46,,TRUE,FALSE,59,70.06,,32.22,38.21,38.58,TRUE,46.83,41.4,FALSE,TRUE,TRUE,13.07,,FALSE,,59.55,TRUE,17.21,18,33,,TRUE,74.1,FALSE,38.02,,FALSE,63.9,,583001.23,443634.38,,475577.2,280228.71,155093.16,,376330.19,978896.19,621711.63,,646142.52,,565258.77,,,908330.78,696147.48,,,,3.06,476831.46,88231.94,598476.19,577407.38,889204.86,,2.787,,410037.37,,880221.31,,651468.64,,,594975.72,855836.57,57624.71,310550.42,N/A,,,890014.54,1.706,Unknown,288502.86,3.363,,,,,,,Alpha Corp,,1976,437982.86,395820.85,Unknown,,,,,3.606,574237.48,1.81,,118517.69,,,,968874.86,,,3.342,,519229.92,1.995,802113.88,37664.63,576079.4,190856.62,,843603.17,,561807,562122.02,319671.77,945329.34,747616.37
529900CAP12S8RQR5F43,6.57,,FALSE,TRUE,,,FALSE,,FALSE,,50.42,TRUE,45.64,70.39,34.05,56.25,23.41,29.33,27.95,51.46,,59.05,52.82,,,,,46.74,60.58,97.68,74.34,92.09,82.99,84.3,,46.46,TRUE,FALSE,24.42,63.38,,57.61,43.55,9.59,TRUE,90.88,49.34,FALSE,TRUE,FALSE,34.04,33.57,TRUE,46.07,,,38.3,33,29,48,FALSE,40.17,TRUE,,,TRUE,98.83,High,976576.12,619008.97,,670463.11,590757.52,172860.03,325972.47,350475.95,43733.07,170608.25,,543492.59,,604419.73,,825517.57,419109.45,230659.83,,,3.032,1.116,533640.87,277821.32,616664.2,,98784.64,754010.75,4.253,690729.53,734219.76,,18085.05,311747.14,824809.09,,,82766.81,798443.77,,287489.65,Pacific Capital,,,222406.45,0.643,Pacific Capital,,2.462,,,,,,,Global Holdings,2016,1975,,269929.25,Alpha Corp,2020,,,,2.193,108217.87,3.46,,564992.21,,,,491889.13,244389.47,698584.64,1.697,,822713.39,4.006,198941.87,373950.24,168396.84,271415.51,,707594.78,192892.51,897012.78,255964.46,886615.64,200316.17,568368.49
529900QI6CXEPAIZGR28,43.8,7.71,TRUE,FALSE,,,FALSE,,FALSE,58.95,90.13,FALSE,54.58,98.39,94.43,31.69,74.14,17.72,,9.15,,45.15,0.63,,,,,99.89,58.64,34.65,95.98,82.66,25.83,7.46,8,20.3,FALSE,TRUE,10.45,28.33,,,90.78,11.65,FALSE,62.88,6.49,TRUE,FALSE,FALSE,73.64,25.79,FALSE,81.12,70.18,TRUE,18.92,34,6,18,FALSE,28.18,TRUE,45.52,,TRUE,50.88,Medium,719412.35,29958.08,,467788.58,743238.94,,541727.31,,938996.49,832190.61,,684121.37,,60723.5,,77113.6,460546.44,803888.51,,,2.368,4.036,226049.96,999849.68,606807.46,954476.99,449051.08,845283.99,2.173,758681.97,281180.52,,886107.56,739299.06,126499.65,,,197166.21,98893.33,862749.94,257769.92,N/A,,,326759.45,0.831,,4051.34,3.229,,,,,,,Global Holdings,2000,2015,79202.09,2098.95,Pacific Capital,1962,,,,3.317,804961.82,3.382,,187526.8,,,,,,473707.52,4.048,0.595,96572.64,4.475,99988070,841648.35,600052.54,979343.99,,305412.7,851962.93,726796.2,871803.57,345076.07,115160.21,733435.54
529900X1SABCKDUTBW88,12.24,54.4,TRUE,TRUE,,,TRUE,,TRUE,10.37,33.38,FALSE,37.13,52.47,83.27,35.25,80.94,18.71,99.95,93.87,,42.89,19.52,,,,,47.29,87.46,38.99,,,60.08,26.31,48,34.96,TRUE,FALSE,,56.58,,23,6.77,45.35,TRUE,39.61,61.23,TRUE,TRUE,FALSE,69.82,85.58,TRUE,17.44,80.07,TRUE,79.78,27,0,47,FALSE,84.74,TRUE,12.23,,TRUE,50.36,High,276175.77,562350.06,,676750.14,,,,,943837.57,272833,,634615.56,,,,449083.44,592174.13,103415.77,,,0.221,3.379,544959.97,33672.24,562269.28,366527.03,437383.44,455259.85,1.735,781157.12,,,558001.83,903175.79,786204.35,,,987100.76,331675.02,471580.21,629287.44,Unknown,,,687672.93,2.176,Unknown,194691.94,1.225,,,,,,,Global Holdings,1998,1979,,752636.8,Pacific Capital,,,,,0.873,490198.89,4.584,,43007.3,,,,187121.98,709920.16,651005.34,,4.029,753014.98,0.869,634363.29,933948.34,849923.89,,,996421.24,764645.14,,103030.49,,779480.43,404806.28
529900158NB37MKMD514,67.24,60.47,FALSE,TRUE,,,FALSE,,,55.57,67.57,TRUE,16.56,26.96,88.59,80.6,25.92,6.32,76.84,95.04,,82.46,91.08,,,,,,41.96,87.79,13.31,54.16,,71.81,3,90.4,TRUE,,78.95,72.47,,,95.72,10.76,FALSE,89.23,26.69,TRUE,FALSE,TRUE,86.21,87.27,TRUE,,92.82,,,42,2,32,TRUE,34.82,TRUE,35.19,,TRUE,29.08,Low,353260.52,926633.56,,935312.58,435905.88,971494.11,,254485.23,495283.77,588136.42,,606495.6,,943685.69,,,996117.49,116411.63,,,2.691,1.835,,233218.42,972256.51,142664.74,701124.02,55375.67,,979763.59,,,890577.45,316464.55,241462.8,,,315957.37,620142.56,888377.79,,,,,856177.24,2.565,,550753.78,4.051,,,,,,,Pacific Capital,1996,1986,682942.57,,Pacific Capital,1966,,,,1.83,87691.22,3.576,,102831.2,,,,816735.66,665741.55,161599.59,0.744,,,1.055,834159.09,692072.23,,879791.69,,115346.22,995214.2,847468.51,990626.31,474960.7,218182.95,594888.69
529900LRO0U4ZKKZ9S50,24.65,62.55,FALSE,TRUE,,,FALSE,,FALSE,29.94,56.6,TRUE,89.53,73.86,8.27,29.38,,47.17,49.93,6.91,,,99.09,,,,,34.28,93.69,43.01,76.34,99.02,86.51,57.59,8,,TRUE,TRUE,46.19,63.77,,96.74,32.72,45.75,TRUE,47.37,28.41,FALSE,FALSE,FALSE,84.21,46.19,TRUE,1.55,28.25,TRUE,18.12,8,36,,TRUE,25.02,FALSE,30.46,,TRUE,38.19,Low,528968.44,,,382665.74,397411.11,621091.63,433557.22,619805.32,549931.43,613340.34,,500443.51,,815980.49,,199953.05,683241.33,730446.89,,,1.083,2.726,846053.17,,567137.42,531002.34,810653.78,684928.47,,772265.36,,,25529.42,229141.09,14551.14,,,757461.89,282307.63,317901.29,369690.45,Global Holdings,,,814226.43,3.227,Unknown,124457.12,4.651,,,,,,,Global Holdings,1954,2007,722887.99,570233.96,Unknown,1984,,,,,396237.17,4.662,,936948.81,,,,,123546.45,473050.85,4.349,,432994.24,1.774,424178.66,920047.3,34969.82,4546.89,,419870.58,989175.14,,920317.55,85072.3,602727.03,964363.88
529900JIGBOPYQZJFO73,8.26,54.99,TRUE,,,,,,FALSE,75.8,28.29,FALSE,2.56,34.87,,58.77,,22.43,10.16,33.23,,,29.93,,,,,24.51,45.52,4.92,25.57,10.8,54.44,,29,,FALSE,TRUE,57.96,42.85,,53.22,14.79,60.78,TRUE,7.99,66.91,FALSE,TRUE,,72.69,94.39,FALSE,84.78,10.69,FALSE,94.21,,36,,FALSE,20.46,TRUE,17.01,,FALSE,63.85,,450661.57,115465.3,,587381.82,533701.89,140869.32,846274.51,,899877.45,984768.02,,32843.8,,389317.39,,48877.38,89379.51,666544.56,,,1.138,0.38,367612.02,774869.55,123276.57,128950.26,51971.54,938296.16,3.007,,227110.03,,,737679.92,,,,855169.49,757385.71,657328.03,742834.54,Global Holdings,,,915849.36,1.624,Pacific Capital,962668,4.73,,,,,,,Alpha Corp,1951,1958,229552.43,64858.88,Unknown,1950,,,,2.467,766098.83,3.124,,887971.42,,,,97271.83,159919.66,329376.39,2.036,0.465,970468.63,1.3,170861.12,,291792.52,431917.76,,204384.97,117634,123258.17,716923.41,548825.33,949011.06,7716.34
529900RM3U2U0K8WJJ72,999.9,25.58,FALSE,TRUE,,,FALSE,,TRUE,48.28,9.9,FALSE,44.76,39.46,41.34,,62.45,75.49,56.27,56.99,,31.43,12.55,,,,,58.38,95.86,95.61,96,18.54,16.74,63.03,25,48.42,FALSE,TRUE,11.34,,,,77,62.3,FALSE,65.61,18.62,FALSE,FALSE,FALSE,33.64,66.49,FALSE,61.81,69.55,FALSE,39.51,,,0,TRUE,14.22,FALSE,8.13,,TRUE,66.25,Low,870159.63,183180.06,,,950640.02,720667.38,168745.56,536284.13,752212.52,914277.69,,781001.6,,853776.77,,165495.67,61315.98,78949.94,,,3.424,3.931,,485993.6,,426125.23,,993666.99,1.327,434633.14,335665.89,,791747.95,491037.57,,,,,346011.96,,62938.54,Alpha Corp,,,486903.73,4.681,N/A,144017.86,1.935,,,,,,,Pacific Capital,1994,2007,587991.59,,N/A,1987,,,,1.34,710881.27,3.502,,599306.87,,,,934523.24,375367.22,797757.22,1.207,3.451,817864.18,2.211,557904.68,,188567.36,985945.14,,686835.22,251128.85,581965.83,,418082.98,599866.81,323148.7
529900F8SM5DSI8SIX44,18.35,21.74,FALSE,FALSE,,,FALSE,,,,29.74,FALSE,89.04,86.31,97.5,84.51,77.33,48.38,,86.98,,20.5,85.41,,,,,65.76,86.41,14.67,99.07,10.45,34.73,75.1,47,63.18,FALSE,FALSE,4.79,77.92,,,90.04,,FALSE,80.72,49.57,,FALSE,FALSE,39.68,61,TRUE,67.06,19.89,TRUE,,13,18,15,FALSE,74.69,FALSE,13.88,,,33.71,High,875991.63,192381.04,,327905.21,619947.56,647969.53,317372.19,,789419.39,451899.14,,819629.38,,339748.94,,314115.44,294636.19,,,,0.061,3.882,493180.32,982503.19,187269.28,,127721.94,164986.46,4.551,394443.04,879836.39,,466633.17,985993.81,432671.81,,,480545.98,69366.79,767165.39,,Pacific Capital,,,127004.18,4.817,,993071.81,1.378,,,,,,,Global Holdings,1988,1998,808992.71,977871.77,Pacific Capital,1984,,,,3.207,244036.38,4.07,,847100.32,,,,869572.2,894190.82,722594.76,4.903,1.787,975320.44,3.748,231119.38,21017.32,201610.92,331011.5,,775991.8,257932.57,399843.1,69830.25,,,726100.68
529900E51UW9ASFR1M54,17.02,40.86,TRUE,FALSE,,,FALSE,,FALSE,82.17,1.94,FALSE,75.06,13.71,77.71,71.07,4.84,78.6,,32.67,,,67.86,,,,,87.18,95.2,79.78,,0.19,36.27,83.18,,75.8,,,43.47,43.71,,,,41.82,FALSE,68.66,54.74,FALSE,TRUE,FALSE,,37.3,FALSE,93.02,33.49,TRUE,17.27,,3,8,TRUE,30.54,FALSE,51.13,,TRUE,,Low,217761.23,10538.4,,820106.82,737726.68,850236.57,271143.94,65495.28,365816.81,929595.61,,530807.59,,915597.98,,,31894.85,551597.64,,,2.751,4.079,407397.8,227972.15,814030.13,692952.84,671846.98,136933.42,0.641,8006.7,350011.49,,911345.27,489887.86,794871.09,,,363319.45,731064.12,980668.33,68379.6,Alpha Corp,,,804840.22,0.966,Alpha Corp,874060.57,3.044,,,,,,,Alpha Corp,1955,,575731.74,921518.62,,2022,,,,3.77,43678.55,2.191,,708978.17,,,,,773632.25,,0.613,1.748,991997.21,,434149.29,641716.37,172872.25,896601.6,,275798.83,188648.43,102175.31,164018.81,75849.79,426763.43,257116.71
52990028P0QXN7VA6929,60.89,4.92,FALSE,FALSE,,,,,TRUE,66.3,49,FALSE,,,34.31,38.16,78.68,23.22,6.97,23.65,,66.5,74.73,,,,,6.57,54.56,54.79,6.11,84.23,30.07,46.22,39,,,,,87.42,,24.47,,79.8,TRUE,51.73,22.53,FALSE,TRUE,FALSE,1.27,51.78,FALSE,22.63,22.61,TRUE,28.29,29,43,16,FALSE,80.37,TRUE,40.84,,TRUE,88.28,Medium,,575695.51,,,784589.36,488930.48,,757656.8,307027.25,890584.73,,74659.51,,849843.75,,993334.01,654375.59,930333.97,,,4.627,,64771.16,893169.7,955207.49,68924.12,540415.5,214238.32,1.935,46618.9,950302.05,,337567.02,255419.11,,,,886627.77,,163781.1,179101.07,Global Holdings,,,594068.95,3.117,Unknown,,4.631,,,,,,,Pacific Capital,1969,1975,686697.56,23620.73,N/A,1962,,,,2.401,479811.33,4.896,,344778.94,,,,240403.52,489365.7,931945.52,,,889956.14,1.511,365531.77,547820.67,708132.6,927130.34,,233213.33,344255.05,389207.92,223161.47,953694.9,746414.27,380284.02
52990064L6QGPUG6UF26,51.61,99.23,FALSE,FALSE,,,FALSE,,FALSE,75.74,87,FALSE,23.03,,23.59,9.45,71.79,34.19,0.88,41.96,,,56.16,,,,,,50.35,89.56,27.09,55.53,43.82,,27,61.86,,FALSE,,38.6,,57.85,51.62,30.58,FALSE,86.98,98.89,TRUE,FALSE,TRUE,2.88,33.84,FALSE,56.69,60.69,FALSE,93.85,33,23,,FALSE,60.58,TRUE,8.48,,FALSE,71.34,High,690279.79,585256.29,,364754.39,762242.36,315826.83,925554.56,,285015.89,521215.66,,808508.73,,29842.41,,923734.64,952679.91,60689.85,,,4.505,1.924,,687306.11,939777.09,,281340.94,68660.88,0.486,430689.57,427438.79,,412957.22,851438.87,,,,740645.27,620374.48,802807.67,611118.92,Unknown,,,861443.28,4.046,,408953,0.822,,,,,,,,2004,2023,268982.24,799041.07,N/A,2000,,,,,310888.35,1.411,,452727.24,,,,339916.09,763090.56,,2.16,1.27,901523.25,3.712,404333.42,458182.27,901435.94,302805.83,,357132.68,417425.05,205111.03,240709.15,937848.52,786242.45,41950.57
529900MDJGJ5U97MFO70,87.04,97.62,TRUE,TRUE,,,FALSE,,TRUE,14.42,61.08,FALSE,40.18,74.43,84.12,10.21,12.21,50.02,3.14,11.86,,63.61,42.95,,,,,5.04,13.13,28,69,42.59,17.91,3.71,8,18.34,TRUE,FALSE,48.92,92.02,,49.63,75.15,79.92,TRUE,30.4,48.49,TRUE,FALSE,FALSE,92.72,76.42,,60.48,87.18,FALSE,86.41,32,20,47,FALSE,86.8,TRUE,48.45,,TRUE,37.18,Medium,409393.39,,,82415.01,582259.07,,125850.68,540202.26,615206.51,820775.01,,585184.95,,4121.87,,843742.08,463116.73,912827.01,,,4.566,2.221,866837.14,516400.01,853294.89,,820797.6,330094.17,,846735.2,995168.15,,,938254.49,906801.46,,,444242.19,696036.3,741620.99,763188.62,Global Holdings,,,102058.8,0.739,N/A,936701.66,2.921,,,,,,,Global Holdings,1997,1974,853141.92,619167.44,Global Holdings,2007,,,,4.602,629504.43,2.27,,854515.88,,,,669524.49,451655.79,,2.29,2.938,,2.5,68162.7,62658.48,770791.92,,,242163.23,873392.46,42077.51,822763.89,935202.11,29931.98,409438.39
529900X83HR44SJCWA90,83.19,,TRUE,TRUE,,,FALSE,,,,10.66,TRUE,,,,20.3,94.8,32.82,14.75,97.02,,73.7,60.49,,,,,0.93,51.91,64.21,17.35,98.74,,13.8,28,93.22,FALSE,FALSE,78.88,64.05,,32.72,61.93,75.03,TRUE,26.55,87.01,TRUE,FALSE,TRUE,84.51,,,62.5,60.69,FALSE,17.46,41,17,,TRUE,31.6,TRUE,77.58,,,43.73,Medium,683411.16,416802.29,,868806.91,461008.81,283694.68,,152129.78,287563.93,,,797474.83,,871031.2,,211788.43,679832.13,988727.84,,,3.3,,688331.01,187127.7,,392667.25,341731.78,,,180236.12,61501.3,,935741.99,121241.24,381223.65,,,,,486163.77,,Alpha Corp,,,80950.17,,Unknown,29825.05,4.309,,,,,,,Alpha Corp,,1997,716280.4,537580.33,,1955,,,,4.034,352132.51,0.44,,655450.54,,,,168293.18,497529.73,654313.46,3.471,0.997,978793.23,0.89,589677.29,21887.8,84738.03,,,403906.67,883562.96,,404758.08,99356.06,,956537.72
5299004F22IYFGT4IX95,30.75,,TRUE,FALSE,,,TRUE,,FALSE,94.17,35.38,FALSE,36.18,3.88,18.17,81.33,20.16,39.17,32.85,25.09,,95.19,39.91,,,,,,78.3,73.53,6.49,25.63,51.9,82.06,,20.66,TRUE,TRUE,37.64,99.51,,73.16,16.92,,FALSE,30.91,71.63,FALSE,,TRUE,72.31,,,1.96,16.89,FALSE,6.19,,9,49,,49.04,FALSE,17.44,,TRUE,96.7,High,407763.41,856397.46,,,995778.7,721269.97,230612.29,835689.25,301821.52,564668.2,,862095.15,,756961.61,,157815.68,680313.29,783669.81,,,0.896,1.648,853200.92,938781.42,61948.99,636014.4,396817.09,335728.19,4.035,306618.65,,,801485.87,714029.1,580085.12,,,193426.28,228715.27,173234.21,239493.75,N/A,,,602089.07,,Global Holdings,253015.62,1.604,,,,,,,Global Holdings,1956,2016,736107.63,288342.99,Alpha Corp,1986,,,,2.046,176584.05,3.385,,612975.28,,,,900955.79,773466.73,905344.25,2.273,1.672,841631.98,4.71,293638.81,628731.99,546063.76,814863.92,,632223.26,14032.86,911522.36,51261.81,524823.78,252036.47,618941.51
529900V1QTDW78P98039,91.47,,FALSE,TRUE,,,FALSE,,FALSE,80.29,23.45,FALSE,88.04,57.32,,11.67,33.77,55.04,71.11,,,,47.75,,,,,90.91,59.95,78.15,23.45,13.41,67.14,95.17,,34.85,FALSE,FALSE,75.37,27.3,,52.1,10.23,53.66,TRUE,34.36,26.08,TRUE,,FALSE,77.82,,FALSE,46.44,,TRUE,,13,19,34,TRUE,74.47,TRUE,85.32,,FALSE,40.06,Medium,46258.63,879829.53,,,627499.19,967030.7,844747.92,,84886.65,226543.79,,804777.76,,660371.85,,956492.71,377156.42,207338.77,,,3.342,1.226,890030.97,674958.46,960498.44,84381.24,580948.96,,1.571,208966.55,46164.76,,22725.01,941248.45,25038.78,,,494639.9,746612.16,126986.31,790128.12,Unknown,,,172104.59,3.03,Alpha Corp,284612.94,1.981,,,,,,,N/A,1996,,303784.9,74668.41,Unknown,1999,,,,,917466.05,4.837,,527540.22,,,,221628.96,995746.69,525446.7,2.472,0.878,,3.173,162718,216254.42,807606.74,,,125273.4,175457.33,776686.1,486260.33,781582.17,987527.47,679658.54
529900JOIRL0FS9WLA04,,22.97,TRUE,FALSE,,,FALSE,,TRUE,70.43,0.58,TRUE,66.32,94.69,64.55,47.54,47.45,,65.09,46.89,,55.6,10.93,,,,,40.39,15.41,88.88,59.33,66.66,53.4,17.6,18,61.5,,FALSE,45.11,17.05,,11.28,21.76,14.38,FALSE,31.65,,FALSE,TRUE,,34.52,,TRUE,74.69,0.72,TRUE,74.28,28,13,49,TRUE,63.69,FALSE,33.8,,FALSE,,Medium,479045.89,844947.36,,,799350.41,522744.79,414177.91,541943.47,2547.74,662319.25,,526316.8,,,,576464.88,300502.14,297020.32,,,2.653,1.641,535295.95,124653.63,,927313.47,198499.53,439166.6,2.975,86325.16,176085.02,,,655855.59,,,,649686.25,11341.14,368378.34,877309.32,Unknown,,,120888.3,,Pacific Capital,692833.64,3.739,,,,,,,Unknown,1987,1999,,234042.01,Pacific Capital,1963,,,,0.487,10692.81,1.052,,597911.15,,,,265875.13,766893.5,246226.18,1.092,1.217,712030.82,0.181,113549.67,678524.86,388542.01,163764.17,,391815.02,462632.27,219522.5,56778.14,25444.67,,161167.92
529900IFOV8G8BM9KY92,53.49,39.13,TRUE,FALSE,,,TRUE,,FALSE,8.4,82.24,,78.53,53.09,8.24,,41,43.48,14.46,36.29,,,29.48,,,,,70.52,92.69,68.15,,37.67,66.46,54.12,12,77.72,TRUE,,52.97,50.48,,55.5,32.87,,FALSE,4.92,15.51,TRUE,TRUE,TRUE,93.24,,TRUE,17.84,77.26,,94.07,19,30,1,FALSE,64.65,FALSE,30.07,,TRUE,86.63,High,271741.26,,,31119.76,678059.99,926132.14,,384373.9,521571.9,67209.59,,144675.97,,203041.53,,194767.58,163078.81,199925.57,,,0.79,0.678,,92381.63,,276841.24,113549.36,990009.04,1.428,,417790.05,,890237.38,966224.59,462855.76,,,806352.39,332169.29,332239.23,,Global Holdings,,,458917.88,3.356,Global Holdings,31585.48,,,,,,,,Global Holdings,,,7287.81,987639.32,Unknown,1965,,,,4.125,248434.41,2.291,,676976.75,,,,710869.93,229325.61,646890.97,3.916,3.671,759338.05,1.913,729950.26,78552.58,82853.19,439242.02,,514644.52,798604.76,660632.17,2954.8,645502.46,489950.53,
529900BFZ0STE7599K29,69.48,13.97,FALSE,TRUE,,,FALSE,,FALSE,78.16,24.94,FALSE,26.21,,22.88,98.49,48.99,95.22,8.51,55.34,,91.45,27.81,,,,,24.94,63.42,21.21,,,49.52,70.02,,7.4,FALSE,FALSE,57.67,23.93,,89.67,94.79,14.93,TRUE,27.67,38.68,FALSE,FALSE,FALSE,94.36,9.59,FALSE,,18.86,TRUE,19.3,23,14,29,FALSE,94.76,FALSE,61.59,,,82.04,High,517598.63,815057.42,,999666.04,,674554.18,,670321.03,921690.84,954161.82,,49664.64,,978734.2,,,661583.02,538680.07,,,4.451,0.196,709762.13,931430.26,307386.72,853888.02,627374.05,976614.28,4.597,238899.59,,,339228.09,440574.17,599707.33,,,547509.49,14384.95,111338.86,818562.34,Unknown,,,160564.73,2.362,,415973.17,1.716,,,,,,,N/A,,1988,,577877.72,Unknown,,,,,3.575,10902.06,2.144,,332020.76,,,,450812.11,907501.95,281488.2,2.714,0.787,506264.6,1.648,522280.4,982090.71,743854.61,83154.4,,335989.02,494454.9,56093.78,137026.16,368523.32,983866.72,466613.97
