co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,waste_recycled_share,water_withdrawal,collective_bargaining_coverage,fair_wage_gap,customer_satisfaction_score,human_rights_violations,diversity_representation,training_hours,turnover_rate,injury_frequency_rate,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,market_value_equity,asset_growth_pct,debt_to_equity_ratio,pe_ratio,net_profit_margin,roa_eat,solvency_ratio,roe_eat
38.1,1.37,1.0,0.0,1.0,84.74,84.46,0.0,89.08,91.87,39.24,51.019999999999996,89.77,64.17,31.18,49.62,50.32,1.0,49.165000000000006,91.76,76.77,23.7,0.0,92.54,12.04,1.0,72.32,0.0,43.06,45.0,10.0,46.0,736010.26,70391.98,3.354,2.495,757010.51,227046.85,4.658,374561.48
95.41,50.39,0.0,0.0,1.0,22.52,3.26,1.0,8.6,99.06,3.18,55.18,19.31,27.73,49.855000000000004,81.39,63.01,6.0,49.165000000000006,49.22,5.13,23.13,0.0,10.9,51.385,1.0,49.56,1.0,35.17,12.0,22.0,30.0,262397.94,896510.28,1.877,2.495,470283.66000000003,225390.08,1.831,326656.44
25.64,7.01,1.0,0.0,0.0,41.58,19.91,1.0,68.88,70.91,50.24,4.36,56.32,2.09,95.77,7.6,74.48,6.0,82.04,19.63,49.99,52.87,0.0,58.59,53.1,0.0,35.47,0.0,74.72,21.0,19.0,24.0,507706.45,515166.0,3.275,4.223,366990.07,783711.08,1.698,194432.04
25.13,14.06,1.0,1.0,1.0,60.34,19.2,1.0,93.51,15.5,22.71,48.1,68.61,96.45,1.17,84.31,34.84,6.0,21.38,87.38,43.82,55.65,1.0,51.35,85.59,0.0,17.53,0.0,78.59,24.0,31.0,41.0,650281.37,95047.91,4.51,0.58,470283.66000000003,209519.54,3.991,455433.1
23.01,63.35,0.0,1.0,1.0,81.86,63.05,0.0,59.42,56.88,27.66,4.62,11.53,67.68,9.91,49.785,27.83,38.0,88.4,33.72,49.99,12.9,1.0,88.24,78.81,1.0,33.31,0.0,19.99,21.0,23.0,25.0,468555.62,895709.22,1.924,1.278,470283.66000000003,737871.0,0.328,696604.13
50.2,58.18,0.0,1.0,0.0,41.63,81.9,0.0,63.87,33.34,74.6,92.98,87.14,39.85,53.53,16.66,50.32,2.0,46.66,50.44,77.03,51.03,1.0,32.49,50.04,1.0,65.69,1.0,26.58,14.0,18.0,24.0,507706.45,939721.21,2.355,2.886,831485.15,509563.385,1.941,961270.27
83.56,43.15,0.0,1.0,1.0,75.07,50.18,0.0,38.1,23.62,8.59,83.89,11.78,68.27,49.855000000000004,45.55,52.22,25.0,78.81,4.56,95.61,68.44,0.0,46.65,58.69,1.0,67.52,1.0,22.38,42.0,38.0,11.0,507706.45,502303.19,3.752,2.8,174226.81,509563.385,0.165,391660.29
98.35,62.72,0.0,1.0,1.0,49.945,26.2,1.0,3.3,95.05,50.24,97.2,13.32,52.12,24.57,23.88,1.39,44.0,17.31,16.91,76.91,88.44,1.0,51.35,47.36,0.0,32.8,1.0,48.96,22.0,23.0,13.0,951935.22,502303.19,2.603,1.606,260267.38,533731.52,3.127,692293.05
22.36,8.33,1.0,1.0,1.0,59.52,90.63,0.0,99.14,60.17,50.24,70.17,48.61,66.87,77.18,49.785,85.13,23.0,73.7,90.13,82.88,14.82,1.0,10.0,51.385,1.0,14.67,0.0,46.79,24.0,25.0,43.0,145002.84,681120.74,2.5,0.431,317903.93,266080.41,0.468,648060.63
46.3,23.07,0.0,1.0,0.0,26.59,44.91,1.0,3.81,93.19,58.16,40.62,77.22,18.31,56.05,83.73,9.16,30.0,18.66,7.65,19.82,48.91,1.0,36.18,37.41,1.0,73.54,0.0,29.3,29.0,8.0,24.0,507706.45,705289.38,4.93318,3.346,326415.94,613344.6,2.82,714946.85
50.075,84.91,0.0,0.0,0.0,49.945,72.1,0.0,88.38,56.32,57.98,66.57,66.48,93.6,42.5,35.61,57.41,11.0,49.165000000000006,42.83,66.04,53.92,1.0,86.81,92.39,0.0,6.87,1.0,78.67,30.0,46.0,24.0,580630.3,92762.31,4.763,4.724,523731.01,470695.58,3.354,501212.11
59.95,67.71,1.0,0.0,0.0,34.68,25.4,1.0,95.18,68.02,19.71,88.21,98.9446,81.04,3.51,49.785,53.1,24.0,49.165000000000006,50.44,84.66,24.89,1.0,51.35,2.57,1.0,59.87,1.0,35.24,49.0,10.0,13.0,962518.57,636916.2,3.167,0.357,257530.82,940174.79,2.507,385168.96
18.55,17.89,0.0,0.0,0.0,84.97,97.65,0.0,34.19,66.65,71.77,36.03,61.99,82.21,50.26,50.54,7.01,4.0,27.57,43.32,14.98,10.13,1.0,59.16,69.61,1.0,96.62,1.0,27.68,2.0,26.0,23.0,507706.45,285982.26,2.594,2.495,470283.66000000003,522898.56,4.354,540035.61
50.075,50.39,1.0,0.0,1.0,14.24,74.37,1.0,8.46,76.49,7.63,72.19,58.68,43.29,54.52,55.71,50.32,25.0,83.03,22.97,16.45,86.89,0.0,55.89,52.59,0.0,83.72,1.0,48.96,6.0,23.0,38.0,797066.83,841998.46,0.03964,1.968,470283.66000000003,10740.5142,3.08,501212.11
29.63,74.91,0.0,0.0,1.0,6.59,93.42,1.0,71.32,86.78,75.16,84.67,81.83,95.3,49.855000000000004,58.16,50.32,10.0,63.13,61.45,59.9,67.71,0.0,38.48,68.01,0.0,5.61,1.0,48.96,24.0,15.0,27.0,445056.88,489628.69,3.628,2.495,470283.66000000003,345209.9,4.672,319826.58
6.67,62.39,1.0,0.0,0.0,79.08,85.59,0.0,86.93,50.05,49.36,51.019999999999996,39.56,44.55,20.09,15.97,19.99,32.0,60.68,47.18,49.99,15.6,0.0,53.05,51.385,1.0,95.69,1.0,48.96,4.0,7.0,18.0,479641.42,840762.67,0.768,2.844,371336.11,739499.08,2.623,806530.54
47.65,90.72,1.0,0.0,0.0,86.26,9.8,1.0,22.81,37.81,14.39,67.17,41.82,69.84,49.855000000000004,32.66,44.04,5.0,49.165000000000006,98.8956,36.77,46.05,1.0,14.95,51.385,0.0,83.35,0.0,58.76,26.0,43.0,41.0,507706.45,9260.6275,2.742,1.385,470283.66000000003,78210.33,2.6,482213.98
80.1,50.96,1.0,1.0,1.0,13.98,50.18,1.0,73.12,5.55,50.24,51.019999999999996,27.07,1.39,93.48,25.53,91.83,30.0,99.05019999999999,68.28,36.58,64.93,0.0,51.35,12.18,1.0,50.44,1.0,48.39,1.0,48.0,41.0,126460.84,424931.36,3.831,0.976,522666.03,656312.85,4.261,392077.81
27.1,1.78,0.0,1.0,1.0,51.02,94.53,1.0,59.34,74.34,50.24,7.96,48.61,53.27,49.855000000000004,41.24,32.57,14.0,29.62,63.46,55.18,48.91,0.0,68.9,88.44,1.0,91.77,1.0,48.96,25.0,23.0,39.0,507706.45,191160.07,2.5,4.596,754660.16,774335.82,4.188,100347.98
31.15,50.39,1.0,0.0,1.0,52.34,50.18,0.0,79.71,44.14,20.22,82.75,13.42,78.24,46.88,49.785,19.14,25.0,86.75,91.74,9.97,57.46,1.0,51.35,51.385,1.0,12.05,0.0,26.77,23.0,8.0,27.0,507706.45,724289.63,3.559,0.469,470283.66000000003,770953.95,0.066,415959.22
27.72,32.51,1.0,0.0,1.0,67.98,53.4,1.0,49.685,23.31,50.24,60.88,16.12,3.05,49.855000000000004,10.18,53.69,25.0,13.76,72.68,80.1,48.91,1.0,51.35,59.56,0.0,54.83,1.0,43.5,28.0,23.0,16.0,178917.53,12073.06,2.5,3.923,668228.77,509563.385,1.051,501212.11
86.73,50.39,1.0,0.0,1.0,73.82,10.59,0.0,10.01,86.38,97.31,8.79,93.86,89.0,79.98,62.32,7.08,25.0,83.95,53.35,41.85,65.17,0.0,51.35,51.385,1.0,10.79,1.0,79.65,37.0,40.0,24.0,743066.38,635545.51,2.794,2.495,470283.66000000003,463403.25,0.335,914963.15
26.42,40.22,1.0,1.0,1.0,13.21,31.35,1.0,87.51,49.39,66.04,93.26,48.61,5.77,88.4,6.36,5.23,32.0,84.56,50.44,49.99,54.04,1.0,1.9,20.65,1.0,49.56,1.0,38.42,43.0,23.0,25.0,809076.03,731555.06,3.053,2.196,194799.63,244059.13,3.17,501212.11
50.075,50.39,1.0,0.0,1.0,48.86,4.75,0.0,5.09,69.5,41.78,46.85,37.3,59.63,29.67,79.0,50.32,1.0,1.1498,30.54,10.55,75.17,1.0,6.51,58.19,1.0,83.81,1.0,22.66,9.0,23.0,4.0,903720.9,374981.49,1.834,1.337,700288.76,694668.18,3.45,501212.11
7.53,45.97,0.0,1.0,1.0,68.31,5.14,0.0,23.35,51.7,50.24,6.02,66.58,92.28,36.32,84.19,50.32,3.0,30.74,65.38,13.69,11.84,1.0,14.27,20.25,1.0,49.56,1.0,15.97,24.0,14.0,3.0,507706.45,989234.755,0.523,2.775,706340.7,509563.385,2.785,340717.84
47.27,50.39,1.0,0.0,0.0,49.945,95.24,0.0,49.685,53.67,50.24,63.7,39.24,49.94,38.07,16.49,20.1,25.0,52.86,10.11,88.61,49.91,1.0,71.48,85.61,0.0,90.28,0.0,1.13,25.0,19.0,22.0,141688.63,859203.1,2.5,2.495,361949.84,39469.07,1.238,122520.82
73.16,63.12,0.0,0.0,1.0,75.15,18.17,0.0,38.99,46.95,12.36,37.92,93.24,72.5,73.65,19.69,50.32,24.0,46.72,95.55,49.25,57.26,1.0,15.51,17.35,0.0,80.93,0.0,48.96,24.0,21.0,24.0,72955.48,626144.24,3.924,4.339,42794.96,144812.35,3.432,125945.67
64.84,67.36,1.0,0.0,1.0,48.03,20.97,1.0,70.03,14.07,84.6,21.54,12.26,47.72,75.08,49.785,42.72,40.0,5.02,38.73,68.98,74.37,1.0,8.07,29.85,0.0,49.56,1.0,53.54,26.0,15.0,35.0,267739.29,462782.07,2.767,0.186,470283.66000000003,690826.74,1.702,501212.11
93.81,58.21,0.0,1.0,1.0,15.16,88.58,0.0,0.9914,2.15,5.23,51.019999999999996,13.86,46.62,81.33,77.39,12.21,16.0,17.2,41.5,9.29,1.4018000000000002,1.0,63.68,98.27,1.0,80.57,0.0,62.81,4.0,11.0,15.0,333792.06,458304.26,2.128,3.509,40105.7,775221.79,2.5635000000000003,136477.55
2.64,75.73,1.0,1.0,0.0,49.945,80.96,0.0,49.685,12.1,77.15,12.87,72.66,43.97,46.96,15.38,33.06,13.0,72.17,25.28,96.99,46.72,0.0,2.04,38.31,1.0,95.73,1.0,6.77,24.0,9.0,46.0,806412.04,533897.4,2.597,4.301,271471.96,509563.385,0.826,501212.11
50.075,57.45,0.0,1.0,1.0,85.84,23.44,0.0,94.28,24.95,70.82,51.019999999999996,35.36,62.93,81.71,26.05,38.3,17.0,66.7,71.12,8.12,84.96,0.0,4.96,51.385,1.0,49.56,0.0,83.32,27.0,23.0,24.0,479278.2,311953.06,4.01,0.229,734336.57,978684.01,4.705,115949.57
40.78,81.45,0.0,0.0,1.0,22.89,67.17,0.0,57.72,18.68,25.94,2.45,51.06,16.83,54.56,9.17,72.31,29.0,52.0,34.55,60.59,87.5,0.0,2.34,51.385,1.0,30.15,1.0,0.86,0.0,14.0,39.0,167730.73,112370.97,4.249,0.496,304951.42,10740.5142,4.172,193872.73
86.04,81.14,0.0,0.0,1.0,95.27,21.83,1.0,73.14,51.05,21.62,36.02,85.49,48.09,36.62,49.785,55.84,38.0,66.43,13.87,41.39,37.79,1.0,7.59,79.79,1.0,75.23,1.0,48.96,8.0,48.0,28.0,385881.2,869506.4,4.662,0.378,471787.17,326372.67,1.783,716639.03
63.84,54.01,1.0,0.0,0.0,48.24,24.13,0.0,41.1,5.88,53.42,51.019999999999996,32.23,85.4,49.855000000000004,27.09,13.98,2.0,41.45,86.68,49.99,83.94,1.0,23.19,22.4,0.0,68.43,1.0,97.03,7.0,22.0,24.0,747893.81,340272.11,0.97,4.283,470283.66000000003,824124.65,1.502,90028.85
98.89,60.45,1.0,0.0,0.0,47.87,4.81,1.0,11.99,42.98,50.24,14.59,24.26,20.92,68.53,76.06,91.64,25.0,12.04,72.75,49.99,60.62,1.0,45.85,54.44,0.0,40.76,1.0,95.39,31.0,12.0,34.0,37342.23,625947.18,3.239,2.495,96140.6,387169.51,2.927,89426.79
50.075,3.63,1.0,0.0,1.0,73.19,50.18,0.0,49.685,40.51,44.52,27.41,50.13,78.62,49.855000000000004,84.15,16.24,6.0,72.45,36.69,32.99,13.6,1.0,36.39,47.28,0.0,49.56,0.0,6.55,32.0,47.0,41.0,43132.49,243004.21,3.709,2.215,63790.63,151643.59,2.232,128796.64
59.53,4.51,1.0,0.0,0.0,64.29,30.64,0.0,55.04,4.14,29.54,3.74,29.23,20.93,29.98,89.73,3.61,42.0,1.1498,12.71,46.35,48.91,0.0,30.23,78.26,0.0,28.48,1.0,10.52,34.0,6.0,48.0,507706.45,565765.19,1.211,0.8,351482.85,133520.44,1.672,17356.29
68.2,50.39,1.0,0.0,1.0,94.57,36.53,0.0,49.685,68.06,88.43,51.019999999999996,46.73,49.94,85.6,74.37,25.83,7.0,66.14,75.56,43.4,1.4018000000000002,1.0,51.35,51.385,0.0,48.99,0.0,5.78,36.0,12.0,28.0,859367.28,684545.92,1.275,2.495,798910.92,523015.68,0.97,731182.2
71.9,77.37,0.0,0.0,0.0,70.2,1.5,1.0,49.685,21.2,3.72,23.75,65.72,90.75,22.24,0.8422999999999999,50.32,44.0,39.41,93.07,4.53,48.91,0.0,72.0,2.38,0.0,14.67,0.0,29.92,1.0,10.0,5.0,553067.11,774462.4,3.713,4.804,243340.24,652586.04,3.41,352235.72
60.22,24.03,0.0,1.0,0.0,87.18,47.35,1.0,19.38,23.25,98.8434,48.59,94.3,87.82,20.82,40.39,50.32,32.0,25.19,67.89,45.51,87.37,0.0,26.07,5.73,1.0,79.89,1.0,76.55,31.0,23.0,1.0,333336.39,384054.6,3.439,4.672,202595.04,715338.22,2.251,836275.53
14.57,23.28,0.0,0.0,0.0,80.78,50.18,1.0,49.685,23.89,61.86,19.41,42.08,49.94,99.0231,55.99,73.15,30.0,49.165000000000006,1.39,80.96,89.65,0.0,58.96,94.38,0.0,29.94,1.0,48.96,37.0,23.0,34.0,388567.39,733004.36,0.578,0.872,381567.22,509563.385,3.33,501212.11
17.24,32.67,1.0,1.0,0.0,26.49,79.29,0.0,65.87,50.05,43.63,30.64,73.46,71.32,86.05,70.98,75.52,25.0,49.165000000000006,50.44,39.58,30.63,1.0,68.94,88.93,0.0,65.27,0.0,6.73,5.0,33.0,30.0,984457.61,365179.72,2.5,3.647,471932.99,449394.17,2.27,145497.45
52.97,64.76,0.0,0.0,0.0,68.95,83.55,1.0,59.45,54.12,92.74,18.66,16.79,4.68,60.77,26.96,86.36,7.0,45.85,97.74,6.55,6.97,1.0,50.83,97.29,0.0,30.16,1.0,67.74,5.0,23.0,24.0,159763.98,485493.96,2.778,2.183,133542.16,266279.43,4.92,192496.19
74.9,33.71,0.0,0.0,1.0,43.26,50.18,1.0,85.47,32.28,84.73,53.83,39.82,49.49,61.9,51.94,45.41,17.0,49.165000000000006,40.83,52.1,26.47,0.0,88.56,33.89,1.0,64.26,1.0,12.82,40.0,36.0,8.0,170517.96,795506.52,0.838,3.846,756412.4,985431.47,4.373,259006.9
25.23,66.83,1.0,0.0,1.0,80.16,48.79,0.0,98.92,42.11,9.54,97.17,66.29,2.12,62.06,25.41,32.08,40.0,50.57,64.19,93.61,48.91,1.0,43.09,51.93,0.0,0.6412,1.0,52.6,1.0,9.0,15.0,40867.81,250613.81,3.471,4.631,662192.39,294569.75,0.573,501212.11
18.23,97.6,1.0,1.0,0.0,19.9,49.04,0.0,37.25,24.18,19.78,46.39,48.61,29.18,14.85,19.89,1.56,33.0,40.24,21.51,2.4,48.91,0.0,72.1,10.62,0.0,86.32,0.0,82.5,15.0,41.0,0.0,888704.27,429127.61,0.45,1.798,470283.66000000003,721848.73,0.674,986461.13
40.45,73.61,0.0,0.0,0.0,83.86,19.63,0.0,99.14,92.31,10.11,46.4,48.61,29.91,57.37,49.785,12.66,2.0,30.88,4.37,39.78,34.85,1.0,51.35,27.62,1.0,6.92,1.0,82.08,46.0,37.0,24.0,445468.86,975843.39,2.496,2.424,812719.36,434343.03,2.109,411334.16
33.08,71.64,0.0,1.0,0.0,33.08,19.76,0.0,64.93,6.84,71.36,73.84,84.6,34.65,47.76,49.785,50.32,6.0,33.22,50.44,88.76,32.86,1.0,32.29,64.07,1.0,27.45,0.0,36.28,30.0,28.0,24.0,193419.12,16206.64,0.881,0.213,569376.76,575749.26,2.325,482659.38
25.87,50.39,1.0,0.0,1.0,40.26,14.63,1.0,31.67,46.79,92.76,92.76,26.06,11.47,44.78,49.785,50.32,40.0,49.165000000000006,10.31,95.07,86.46,1.0,9.28,67.57,0.0,93.35,1.0,3.34,45.0,34.0,1.0,65788.27,502303.19,4.378,2.042,470283.66000000003,918585.0,1.848,387254.17
68.38,34.29,1.0,1.0,1.0,49.945,79.83,1.0,67.7,69.08,21.37,7.22,36.09,46.17,95.37,49.785,96.72,23.0,28.09,37.99,14.33,26.56,0.0,19.04,22.81,1.0,16.73,1.0,60.86,18.0,27.0,24.0,233264.46,656954.84,1.652,1.646,953388.89,764931.81,0.801,755803.89
17.32,92.82,1.0,1.0,1.0,57.9,69.66,0.0,31.16,6.35,19.89,22.43,8.37,7.38,23.54,70.32,43.93,25.0,36.97,81.32,16.5,36.87,1.0,24.19,89.35,0.0,23.19,0.0,95.85,13.0,12.0,26.0,507706.45,189274.45,4.495,0.288,538807.49,674414.36,4.95561,712235.1
14.17,12.2,1.0,0.0,1.0,20.82,4.05,0.0,49.685,82.11,22.63,75.32,90.86,49.94,49.41,51.74,88.57,14.0,9.25,50.44,46.1,73.41,0.0,18.78,19.2,0.0,45.81,0.0,40.7,18.0,26.0,6.0,960165.25,930804.69,4.859,1.886,470283.66000000003,527630.47,0.653,459258.49
50.075,88.84,0.0,0.0,1.0,38.74,76.27,0.0,81.51,70.53,12.29,81.03,19.47,77.96,98.9,29.58,24.22,49.0,37.44,88.68,71.05,7.28,1.0,27.54,93.56,1.0,6.05,1.0,15.4,24.0,0.0,24.0,864978.67,37615.9,0.495,0.556,470283.66000000003,562023.26,0.111,376629.22
83.81,56.1,1.0,1.0,0.0,22.44,50.18,1.0,19.67,17.08,36.58,54.3,71.16,41.49,51.64,49.785,48.69,17.0,82.66,51.91,40.21,17.95,0.0,7.27,51.385,0.0,72.14,0.0,48.96,9.0,43.0,24.0,876704.91,768137.25,0.848,2.335,470283.66000000003,18548.46,3.754,501212.11
24.2,20.41,1.0,1.0,0.0,25.82,9.85,0.0,29.63,96.42,22.77,35.17,38.44,38.25,42.42,30.78,3.06,5.0,15.82,21.37,44.0,90.48,0.0,1.2442,32.54,1.0,69.39,1.0,58.47,33.0,15.0,1.0,228158.84,328345.38,4.045,0.645,418648.47,767465.76,2.29,925946.83
31.89,89.62,1.0,0.0,1.0,22.68,10.57,1.0,8.39,74.86,62.54,39.02,48.61,79.28,8.09,47.55,50.32,6.0,49.165000000000006,36.95,49.99,47.15,1.0,56.96,1.0786,0.0,88.7,1.0,5.52,18.0,23.0,8.0,330125.98,989234.755,1.825,3.779,570116.01,509563.385,0.596,538921.75
56.18,59.65,1.0,1.0,0.0,8.45,50.18,1.0,79.6,66.48,39.8,73.76,21.55,69.98,4.67,6.76,88.33,39.0,49.165000000000006,91.97,13.15,35.12,0.0,96.08,56.85,0.0,12.51,0.0,72.17,9.0,39.0,35.0,8826.8156,354866.57,2.5,2.495,465905.58,509563.385,1.002,501212.11
54.45,42.82,1.0,1.0,1.0,88.13,7.92,0.0,20.3,24.19,1.19,15.84,0.9430999999999999,49.94,46.26,55.89,25.77,23.0,9.56,66.27,99.0,33.75,1.0,57.13,51.385,1.0,41.76,1.0,34.56,23.0,21.0,24.0,8826.8156,202557.12,4.698,0.384,17403.49,178831.1,3.522,488687.24
50.07,41.63,1.0,0.0,0.0,83.82,14.67,0.0,52.99,84.01,11.79,51.019999999999996,25.13,56.34,49.855000000000004,49.785,54.02,17.0,72.06,81.59,39.77,59.73,1.0,29.64,60.97,0.0,48.57,0.0,59.6,37.0,8.0,31.0,601934.4,204517.19,0.565,1.869,470283.66000000003,28365.11,2.605,501212.11
44.13,44.95,0.0,0.0,1.0,20.29,34.78,1.0,73.41,36.2,5.81,85.28,19.2,47.4,1.41,49.785,50.32,17.0,49.165000000000006,33.92,91.53,98.9447,1.0,96.75,41.22,1.0,43.13,1.0,77.21,23.0,11.0,48.0,598084.09,221081.4,4.444,2.428,15160.95,509563.385,1.575,190346.76
4.72,89.29,1.0,0.0,1.0,72.98,50.18,1.0,32.24,7.58,94.74,51.019999999999996,89.37,80.08,53.13,92.96,78.46,30.0,60.21,51.2,80.96,1.4018000000000002,1.0,87.67,51.385,1.0,20.39,0.0,29.76,7.0,46.0,25.0,796983.13,138350.73,4.585,0.473,169219.57,624841.01,2.646,563500.62
57.68,81.39,0.0,0.0,1.0,61.37,62.77,1.0,9.89,13.35,50.24,73.32,0.9430999999999999,19.92,49.855000000000004,83.58,79.96,25.0,49.165000000000006,50.44,63.79,84.98,1.0,20.26,52.44,1.0,97.78,1.0,53.46,3.0,49.0,24.0,846135.51,878187.53,3.885,1.838,415910.84,672789.74,0.145,402865.86
42.03,1.34,1.0,0.0,1.0,17.83,50.18,0.0,84.92,58.81,71.07,18.08,47.84,45.32,69.75,49.785,91.28,32.0,49.165000000000006,3.26,90.27,26.13,1.0,26.92,52.32,0.0,52.94,0.0,94.79,46.0,38.0,18.0,216481.7,310261.77,0.416,0.132,295745.38,382900.01,0.666,814921.82
68.45,28.41,1.0,1.0,1.0,45.76,15.17,0.0,30.85,50.05,97.6,38.91,8.25,50.5,84.89,49.785,85.31,28.0,47.19,70.32,4.93,60.0,1.0,70.22,46.08,1.0,72.55,0.0,2.97,24.0,23.0,24.0,922293.87,208018.72,1.496,0.06303,470283.66000000003,890396.64,4.252,568979.87
85.9,25.57,0.0,0.0,0.0,99.53750000000001,4.2,0.0,33.36,12.91,93.29,73.45,48.61,63.7,31.23,49.785,50.32,23.0,49.165000000000006,50.44,67.96,48.91,0.0,29.45,62.98,0.0,80.07,1.0,17.0,24.0,42.0,46.0,491819.88,280420.15,4.598,3.108,807152.73,382441.81,3.348,463120.77
15.26,90.67,1.0,1.0,0.0,19.33,41.62,1.0,18.67,50.05,13.87,96.08,33.39,2.29,76.89,49.785,41.76,25.0,96.04,30.89,69.23,17.65,1.0,85.59,22.24,0.0,49.56,0.0,48.96,16.0,8.0,35.0,884478.63,696593.52,3.766,0.643,327359.89,405484.29,0.092,139883.86
74.47,65.18,0.0,0.0,1.0,18.67,86.96,1.0,75.89,33.57,64.94,23.82,11.21,72.17,27.83,27.78,57.23,3.0,90.8,33.12,74.41,58.81,0.0,18.4,46.43,1.0,23.47,0.0,63.55,42.0,10.0,46.0,70200.75,825145.09,4.207,3.155,54497.0,90053.98,4.458,501212.11
49.8,36.48,1.0,1.0,1.0,77.74,43.4,0.0,73.12,22.06,72.03,11.16,93.69,76.68,66.3,42.91,26.31,13.0,19.41,79.33,95.85,27.71,1.0,5.99,94.86,1.0,91.73,1.0,20.25,23.0,17.0,3.0,988027.4428,9260.6275,0.513,4.001,141071.03,708923.07,4.803,544515.49
77.61,9.62,0.0,0.0,1.0,10.3,93.26,0.0,84.72,2.43,54.62,51.019999999999996,64.42,91.79,80.2,50.35,50.32,25.0,51.62,86.6,4.38,19.81,0.0,66.34,51.385,1.0,69.05,0.0,16.03,33.0,1.0,10.0,237519.02,920749.91,2.5,3.367,194374.34,23818.06,2.634,975597.92
77.49,60.22,0.0,1.0,0.0,76.61,8.16,1.0,71.68,22.59,1.0298,20.72,87.22,85.16,41.74,87.8,21.74,23.0,54.23,9.3,27.77,32.97,1.0,61.07,16.77,0.0,11.59,0.0,42.43,37.0,23.0,11.0,507706.45,502303.19,0.947,0.352,701629.24,213678.1,2.308,424093.75
18.78,11.01,1.0,1.0,0.0,46.67,35.52,1.0,49.685,67.09,12.28,47.15,83.77,59.16,36.46,84.52,50.32,24.0,16.0,6.25,76.97,35.02,0.0,7.4,85.54,0.0,7.94,1.0,14.23,28.0,19.0,24.0,702406.26,767339.05,0.59,2.495,930114.84,559150.13,4.246,689200.45
53.65,50.39,0.0,0.0,0.0,53.66,5.64,0.0,49.685,41.82,50.24,41.84,48.61,38.71,7.01,49.785,31.44,25.0,78.25,16.93,58.42,71.89,1.0,79.8,74.79,0.0,29.98,0.0,48.96,2.0,10.0,39.0,770427.68,608103.53,0.86,4.351,654862.39,303995.04,4.73,739430.43
57.87,56.67,1.0,1.0,0.0,64.22,39.97,1.0,95.21,63.96,20.93,3.62,18.59,48.33,51.43,49.785,22.94,9.0,1.1498,8.64,34.35,62.98,1.0,11.65,1.0786,1.0,26.54,1.0,99.0602,14.0,35.0,37.0,427521.53,306252.9,2.357,4.802,470283.66000000003,141175.85,2.259,892019.71
7.13,64.04,1.0,0.0,0.0,80.98,97.12,0.0,4.32,33.84,9.05,55.84,68.14,42.26,50.68,52.3,71.45,7.0,16.78,27.69,78.65,50.22,0.0,44.16,29.48,1.0,49.56,0.0,81.22,25.0,23.0,17.0,491651.39,46703.47,1.181,0.149,418920.42,96106.5,1.831,672370.81
29.54,50.39,0.0,1.0,0.0,95.73,34.43,1.0,34.23,85.3,73.11,90.19,36.36,46.09,19.76,50.28,35.67,25.0,74.53,86.8,63.15,98.34,0.0,70.19,36.6,1.0,49.56,0.0,48.96,25.0,37.0,4.0,736330.35,463015.36,4.336,2.495,217069.21,509563.385,0.763,415621.36
32.14,63.98,1.0,1.0,0.0,67.64,78.29,0.0,87.59,19.63,55.27,66.31,98.9446,12.24,73.49,8.72,50.32,21.0,92.82,94.9,58.91,48.91,0.0,38.22,57.18,0.0,78.43,0.0,13.01,6.0,5.0,9.0,96347.71,950602.98,0.683,0.123,470283.66000000003,509563.385,3.327,976909.57
16.17,82.28,1.0,0.0,1.0,12.21,11.27,1.0,85.82,95.57,84.48,51.019999999999996,96.77,74.81,49.855000000000004,49.785,79.96,38.0,58.55,37.91,64.41,66.97,0.0,63.37,51.385,1.0,80.12,0.0,48.96,10.0,23.0,12.0,142569.27,706103.68,0.48,1.018,470283.66000000003,986915.02,4.624,704800.97
23.49,89.57,0.0,0.0,0.0,60.6,50.07,1.0,49.15,56.14,91.72,61.7,64.44,49.22,46.26,44.4,4.63,31.0,49.165000000000006,76.91,99.01,65.35,0.0,99.1516,51.385,1.0,26.41,1.0,5.33,1.0,23.0,6.0,435007.96,839978.89,4.422,2.957,470283.66000000003,784334.69,3.781,353189.55
46.43,50.39,1.0,0.0,1.0,89.54,51.1,0.0,98.59,38.22,7.33,52.02,35.72,61.25,45.96,59.23,25.31,48.0,86.32,92.66,93.06,1.59,0.0,52.77,98.46,1.0,76.74,0.0,68.44,37.0,8.0,24.0,126027.54,784839.03,3.493,2.495,114946.36,141851.79,4.191,45532.25
8.49,72.8,1.0,0.0,1.0,74.41,53.15,0.0,27.15,38.31,93.05,51.019999999999996,49.72,36.03,10.62,9.57,89.41,35.0,53.94,0.8698999999999999,64.57,48.91,1.0,88.99,35.71,1.0,78.02,1.0,72.97,1.0,0.0,18.0,507706.45,178731.6,3.47,2.318,373957.41,457257.07,0.792,361576.67
